               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  17,            0.045222,             0.03378,           0.0075034,             0.77083,             0.44179,             0.47875,             0.25677,            0.044472,            0.017836,           0.0056901,            0.008944,            0.008944,            0.008944
                  18,            0.048237,             0.03317,           0.0069626,             0.78578,             0.43253,             0.48197,             0.25169,            0.043492,            0.018331,           0.0065419,            0.008878,            0.008878,            0.008878
                  19,            0.044706,             0.03452,           0.0074604,             0.71761,              0.4763,             0.45999,             0.23083,            0.044314,            0.018517,           0.0057498,            0.008812,            0.008812,            0.008812
                  20,            0.046613,            0.033673,           0.0062668,             0.76861,             0.49319,             0.48824,             0.27088,            0.042279,            0.017693,           0.0046922,            0.008746,            0.008746,            0.008746
                  21,            0.044898,            0.035725,           0.0062588,             0.77613,             0.45967,             0.79343,             0.51858,            0.042745,            0.018152,           0.0042875,             0.00868,             0.00868,             0.00868
                  22,            0.042441,            0.033153,           0.0058118,             0.73693,             0.47238,             0.48402,             0.24282,            0.041684,            0.018584,           0.0050731,            0.008614,            0.008614,            0.008614
                  23,            0.043668,            0.033902,             0.00658,             0.80738,             0.42218,             0.49148,             0.26325,            0.040896,            0.018436,           0.0049838,            0.008548,            0.008548,            0.008548
                  24,            0.044686,             0.03884,           0.0055631,             0.86313,             0.40138,             0.49584,             0.28163,            0.040313,            0.018374,           0.0047661,            0.008482,            0.008482,            0.008482
                  25,            0.043314,            0.033542,           0.0065056,             0.84697,             0.41623,             0.50951,             0.27373,            0.044711,            0.017948,           0.0057364,            0.008416,            0.008416,            0.008416
                  26,            0.044272,            0.035473,           0.0054961,              0.7969,              0.4706,             0.50647,             0.29849,            0.041585,            0.017708,            0.007061,             0.00835,             0.00835,             0.00835
                  27,             0.04286,            0.034877,           0.0057378,             0.80914,             0.45601,             0.49782,             0.27174,            0.042191,            0.018024,           0.0066048,            0.008284,            0.008284,            0.008284
                  28,            0.041472,            0.031536,           0.0056006,              0.8078,             0.44755,              0.4971,             0.29779,            0.041555,            0.018577,            0.006975,            0.008218,            0.008218,            0.008218
                  29,             0.04245,             0.03388,           0.0057433,             0.84931,             0.43005,             0.51077,             0.29417,            0.040002,            0.017718,           0.0067196,            0.008152,            0.008152,            0.008152
                  30,            0.040559,            0.030056,           0.0056908,             0.82202,             0.45441,             0.53103,             0.31174,            0.041029,            0.017132,           0.0061722,            0.008086,            0.008086,            0.008086
                  31,            0.041581,            0.027712,           0.0054131,               0.825,             0.43962,             0.49871,             0.26345,            0.040518,             0.01761,           0.0058103,             0.00802,             0.00802,             0.00802
                  32,            0.041504,            0.029991,           0.0066362,             0.77721,             0.47491,             0.51547,             0.30043,            0.039902,            0.017542,            0.006634,            0.007954,            0.007954,            0.007954
                  33,            0.041526,            0.028911,           0.0056367,             0.84428,             0.41841,             0.50888,             0.29712,            0.038723,            0.018099,           0.0045897,            0.007888,            0.007888,            0.007888
                  34,            0.041298,            0.029791,           0.0059172,             0.79226,             0.44978,             0.50108,              0.2729,            0.039623,            0.018023,           0.0047579,            0.007822,            0.007822,            0.007822
                  35,            0.040604,            0.030459,           0.0062221,             0.76393,             0.47878,             0.50363,             0.28844,            0.039984,            0.018029,            0.004642,            0.007756,            0.007756,            0.007756
                  36,            0.040759,            0.030184,           0.0055749,              0.7562,             0.49333,             0.48432,             0.25915,            0.040162,            0.018647,           0.0055537,             0.00769,             0.00769,             0.00769
                  37,            0.040595,             0.03269,           0.0054262,             0.83802,             0.46225,             0.51582,              0.2975,            0.038635,            0.018121,           0.0064225,            0.007624,            0.007624,            0.007624
                  38,            0.038193,            0.031913,           0.0050257,             0.80225,             0.49509,             0.51602,             0.31188,            0.038706,            0.017972,           0.0047655,            0.007558,            0.007558,            0.007558
                  39,            0.040985,            0.034357,           0.0052319,             0.80707,             0.48334,             0.51429,             0.30364,            0.038244,            0.018978,           0.0038977,            0.007492,            0.007492,            0.007492
                  40,            0.039176,            0.031991,           0.0058284,             0.78516,             0.46522,             0.51585,              0.3157,             0.03687,            0.018397,            0.003963,            0.007426,            0.007426,            0.007426
                  41,            0.041377,            0.030819,           0.0052259,             0.82702,             0.45987,             0.50073,             0.29146,             0.03907,            0.018999,           0.0043041,             0.00736,             0.00736,             0.00736
                  42,            0.038674,            0.028853,           0.0055719,             0.86051,             0.44862,             0.52779,             0.33124,            0.037088,            0.017408,           0.0040063,            0.007294,            0.007294,            0.007294
                  43,             0.03726,            0.029753,           0.0050727,             0.80015,             0.49554,             0.52858,              0.3139,            0.037764,            0.017935,           0.0041439,            0.007228,            0.007228,            0.007228
                  44,            0.037396,            0.028724,           0.0049461,              0.8649,             0.45617,             0.53594,             0.33183,            0.037462,            0.017037,           0.0038443,            0.007162,            0.007162,            0.007162
                  45,            0.038417,            0.029822,           0.0043877,             0.83934,             0.46815,             0.55634,             0.36091,            0.037346,            0.016927,           0.0040782,            0.007096,            0.007096,            0.007096
                  46,             0.03865,            0.033414,           0.0046903,             0.83088,             0.47308,             0.52773,             0.32301,            0.037326,             0.01746,           0.0041782,             0.00703,             0.00703,             0.00703
                  47,            0.037661,            0.030112,           0.0045528,             0.85346,              0.4742,             0.54551,             0.34234,            0.037374,            0.017309,           0.0047314,            0.006964,            0.006964,            0.006964
                  48,            0.037568,            0.029775,           0.0042212,             0.85095,             0.47824,             0.55494,             0.33857,             0.03719,            0.017446,           0.0049269,            0.006898,            0.006898,            0.006898
                  49,            0.037302,            0.030829,            0.004601,             0.85457,             0.44741,             0.52529,             0.30853,            0.037205,            0.017575,           0.0058574,            0.006832,            0.006832,            0.006832
                  50,            0.035859,            0.029781,           0.0056003,             0.81721,             0.49034,             0.53538,             0.33001,            0.037389,            0.017338,            0.005495,            0.006766,            0.006766,            0.006766
                  51,            0.036172,            0.031985,           0.0049116,             0.82376,             0.50165,             0.64852,             0.42374,            0.037484,            0.017401,           0.0055555,              0.0067,              0.0067,              0.0067
                  52,            0.038373,            0.030117,            0.005841,             0.83686,             0.48626,             0.61253,             0.41507,            0.036659,            0.017101,            0.005567,            0.006634,            0.006634,            0.006634
                  53,            0.035487,            0.029114,           0.0049561,             0.84307,             0.48218,             0.58229,             0.36343,            0.037052,            0.017251,           0.0046432,            0.006568,            0.006568,            0.006568
                  54,            0.036465,            0.031744,           0.0037147,              0.8451,             0.48786,             0.53583,             0.33118,            0.036877,            0.017309,           0.0047657,            0.006502,            0.006502,            0.006502
                  55,            0.037863,            0.029605,           0.0036938,             0.82425,             0.48058,             0.52429,             0.31386,            0.037831,            0.017308,           0.0042223,            0.006436,            0.006436,            0.006436
                  56,             0.03565,            0.028391,            0.004627,             0.81242,             0.51133,             0.54264,               0.337,            0.036508,             0.01685,           0.0044568,             0.00637,             0.00637,             0.00637
                  57,            0.035414,            0.029637,           0.0042344,             0.82593,             0.49905,             0.55979,             0.35866,            0.035144,            0.017086,            0.005019,            0.006304,            0.006304,            0.006304
                  58,            0.035232,            0.029884,            0.005018,             0.82489,             0.46852,             0.63485,              0.4275,            0.037523,            0.017687,           0.0050355,            0.006238,            0.006238,            0.006238
                  59,            0.036173,            0.028333,           0.0043492,             0.87905,             0.43569,             0.62877,             0.42277,            0.036495,            0.017947,            0.004572,            0.006172,            0.006172,            0.006172
                  60,            0.036606,            0.026462,           0.0042646,             0.49138,              0.8973,             0.68683,             0.42164,            0.035367,            0.018021,           0.0042567,            0.006106,            0.006106,            0.006106
                  61,              0.0346,            0.027459,           0.0041472,             0.52926,             0.88132,             0.69667,             0.42987,             0.03713,            0.017196,           0.0042195,             0.00604,             0.00604,             0.00604
                  62,            0.034684,            0.029529,            0.004053,             0.52997,             0.87991,             0.63402,             0.41267,            0.035527,            0.017751,           0.0046009,            0.005974,            0.005974,            0.005974
                  63,            0.034282,            0.027728,           0.0041252,             0.55567,             0.86017,             0.71157,             0.47746,            0.035202,            0.017231,           0.0052206,            0.005908,            0.005908,            0.005908
                  64,            0.034167,            0.028054,           0.0044907,             0.52115,             0.86214,             0.69968,             0.49287,             0.03516,            0.017365,           0.0051639,            0.005842,            0.005842,            0.005842
                  65,            0.033895,            0.025925,           0.0049131,             0.57267,             0.87602,             0.70823,             0.48717,            0.035225,            0.017002,           0.0051744,            0.005776,            0.005776,            0.005776
                  66,            0.036125,            0.025308,           0.0036682,             0.47962,             0.89017,             0.64436,             0.44814,            0.034827,            0.017462,           0.0046181,             0.00571,             0.00571,             0.00571
                  67,            0.033673,            0.028784,           0.0036832,             0.85841,             0.45985,             0.58526,              0.3935,            0.034734,            0.017338,           0.0048909,            0.005644,            0.005644,            0.005644
                  68,            0.034571,            0.027249,           0.0036055,             0.84529,             0.47491,             0.64709,             0.44044,            0.035529,            0.017089,           0.0056351,            0.005578,            0.005578,            0.005578
                  69,            0.033171,            0.027551,           0.0040481,             0.84747,             0.48174,              0.6351,             0.42734,            0.034655,            0.016985,           0.0054403,            0.005512,            0.005512,            0.005512
                  70,            0.033801,            0.026582,            0.003913,             0.48741,             0.48537,             0.53324,             0.35079,             0.03589,            0.017397,           0.0052945,            0.005446,            0.005446,            0.005446
                  71,            0.034876,            0.025901,           0.0029781,             0.53908,             0.84299,             0.69854,              0.4675,            0.035409,            0.016756,           0.0048592,             0.00538,             0.00538,             0.00538
                  72,            0.030556,             0.02528,           0.0041189,             0.52939,             0.84102,             0.70134,              0.4866,            0.034693,            0.017058,           0.0049374,            0.005314,            0.005314,            0.005314
                  73,            0.033798,            0.025196,           0.0035018,             0.58539,             0.84378,             0.71431,             0.47519,            0.035759,            0.016692,           0.0064691,            0.005248,            0.005248,            0.005248
                  74,            0.034124,            0.028165,            0.003293,             0.62988,             0.87202,             0.71643,             0.47074,            0.034986,            0.016482,            0.005888,            0.005182,            0.005182,            0.005182
                  75,            0.032624,            0.027258,           0.0033671,             0.47289,             0.88655,             0.64943,             0.44773,            0.035007,            0.016877,           0.0048104,            0.005116,            0.005116,            0.005116
                  76,            0.034132,            0.028667,           0.0047373,             0.54584,             0.84044,             0.70996,             0.47978,            0.034681,            0.016751,           0.0046969,             0.00505,             0.00505,             0.00505
                  77,            0.033132,            0.025001,           0.0040696,             0.51306,             0.51341,             0.60579,             0.40145,            0.034261,            0.016762,           0.0047258,            0.004984,            0.004984,            0.004984
                  78,            0.032932,            0.026188,           0.0031877,             0.52695,             0.48958,             0.55217,             0.36099,            0.034626,            0.017195,           0.0049506,            0.004918,            0.004918,            0.004918
                  79,            0.033034,              0.0277,           0.0043875,             0.46479,             0.89398,             0.66384,             0.45007,            0.034003,            0.016639,           0.0060064,            0.004852,            0.004852,            0.004852
                  80,            0.032662,            0.026146,           0.0035589,             0.57212,               0.829,             0.70982,             0.48968,            0.034357,            0.016623,           0.0077487,            0.004786,            0.004786,            0.004786
                  81,            0.030298,             0.02547,           0.0038668,             0.56577,             0.85564,             0.70901,              0.4833,            0.034099,            0.016731,           0.0056017,             0.00472,             0.00472,             0.00472
                  82,            0.031993,            0.027132,           0.0029165,             0.64026,             0.83498,             0.71574,             0.48174,            0.034653,            0.016572,           0.0043239,            0.004654,            0.004654,            0.004654
                  83,            0.031283,            0.025084,           0.0037344,              0.5898,             0.85497,             0.66384,             0.44756,               0.034,            0.016294,           0.0042534,            0.004588,            0.004588,            0.004588
                  84,            0.031327,            0.024477,           0.0039798,             0.64135,             0.83047,             0.71182,             0.47791,            0.034524,            0.016263,           0.0046092,            0.004522,            0.004522,            0.004522
                  85,            0.031859,            0.028431,           0.0030685,             0.58387,             0.83119,             0.70844,             0.48468,            0.034194,            0.016287,           0.0045753,            0.004456,            0.004456,            0.004456
                  86,            0.030917,            0.021348,           0.0035841,             0.58037,             0.84166,             0.70384,             0.44071,            0.034665,            0.016504,           0.0043604,             0.00439,             0.00439,             0.00439
                  87,            0.031802,            0.024605,           0.0033701,             0.59624,             0.86396,             0.71906,             0.45322,            0.034206,             0.01629,           0.0042464,            0.004324,            0.004324,            0.004324
                  88,             0.03076,            0.025541,           0.0036684,             0.61257,             0.84516,             0.70068,             0.44436,            0.034054,            0.016633,           0.0043764,            0.004258,            0.004258,            0.004258
                  89,            0.030895,            0.025872,           0.0027952,             0.64009,             0.82769,             0.69224,             0.43853,             0.03396,            0.017228,           0.0044283,            0.004192,            0.004192,            0.004192
                  90,            0.030368,            0.024975,           0.0035513,             0.61734,             0.81569,             0.68859,             0.43234,            0.034476,            0.017699,           0.0041251,            0.004126,            0.004126,            0.004126
                  91,            0.030957,            0.025016,           0.0030894,             0.42284,             0.89555,             0.64462,             0.41537,            0.034015,            0.017272,           0.0043356,             0.00406,             0.00406,             0.00406
                  92,            0.030854,             0.02712,           0.0032447,             0.57076,             0.85173,             0.70998,              0.4684,            0.033263,            0.017136,           0.0049355,            0.003994,            0.003994,            0.003994
                  93,            0.031017,            0.026511,           0.0031955,             0.55543,             0.47084,             0.66283,             0.43359,            0.033345,            0.017214,           0.0052203,            0.003928,            0.003928,            0.003928
                  94,            0.030908,            0.025814,           0.0035059,             0.58799,             0.83743,             0.72644,             0.44679,            0.033567,             0.01692,           0.0052139,            0.003862,            0.003862,            0.003862
                  95,            0.031035,            0.028927,            0.003497,             0.58395,             0.87502,             0.72654,             0.43103,            0.033515,            0.016704,           0.0054464,            0.003796,            0.003796,            0.003796
                  96,            0.030799,            0.026826,           0.0029406,             0.58889,             0.84471,             0.72486,             0.43537,             0.03371,             0.01675,           0.0056267,             0.00373,             0.00373,             0.00373
                  97,             0.03063,            0.025555,            0.002995,             0.61987,             0.85201,             0.71148,              0.4516,            0.033903,            0.017173,           0.0058645,            0.003664,            0.003664,            0.003664
                  98,            0.031132,             0.02652,           0.0029053,             0.62851,             0.84805,             0.70023,             0.51688,            0.033857,            0.017026,           0.0055283,            0.003598,            0.003598,            0.003598
                  99,            0.029949,            0.025911,           0.0036159,             0.63356,             0.84593,              0.6973,             0.47714,            0.033338,            0.017161,           0.0057595,            0.003532,            0.003532,            0.003532
                 100,            0.029767,            0.024268,           0.0023732,             0.65672,             0.82601,             0.69197,             0.49109,             0.03365,            0.016915,           0.0059528,            0.003466,            0.003466,            0.003466
                 101,            0.030071,            0.023915,           0.0030185,             0.67515,              0.8337,             0.70914,             0.49638,            0.033853,            0.017153,           0.0054258,              0.0034,              0.0034,              0.0034
                 102,            0.027965,            0.025762,           0.0044236,             0.67801,             0.86026,             0.71474,             0.50324,            0.033362,            0.016947,           0.0050233,            0.003334,            0.003334,            0.003334
                 103,            0.031346,            0.025547,            0.003439,             0.67488,             0.86049,             0.72651,              0.4909,            0.033776,            0.016652,           0.0054285,            0.003268,            0.003268,            0.003268
                 104,            0.028824,            0.023902,           0.0029061,             0.65666,             0.85947,             0.72405,             0.48879,            0.033807,            0.016483,           0.0052876,            0.003202,            0.003202,            0.003202
                 105,            0.028926,            0.023396,           0.0029978,             0.63607,             0.86676,             0.72401,             0.44418,            0.033524,            0.016746,           0.0049534,            0.003136,            0.003136,            0.003136
                 106,            0.030065,            0.029443,           0.0023831,             0.59566,             0.86055,             0.71663,             0.48344,            0.033843,             0.01695,           0.0056618,             0.00307,             0.00307,             0.00307
                 107,            0.029629,            0.024416,           0.0031268,             0.69772,             0.83468,               0.717,              0.4815,            0.033382,            0.016963,           0.0057833,            0.003004,            0.003004,            0.003004
                 108,            0.030219,             0.02578,            0.003272,             0.68877,             0.82052,             0.71661,             0.43397,             0.03314,            0.017057,           0.0058138,            0.002938,            0.002938,            0.002938
                 109,            0.027983,            0.025547,           0.0022407,             0.66835,             0.82945,             0.71325,             0.44075,            0.033541,            0.017024,           0.0058924,            0.002872,            0.002872,            0.002872
                 110,            0.028789,            0.024204,           0.0023385,             0.66954,             0.82498,              0.7128,             0.43707,            0.033419,            0.017197,           0.0058511,            0.002806,            0.002806,            0.002806
                 111,            0.028894,            0.023197,           0.0035857,              0.7077,             0.82292,             0.71415,             0.43571,            0.032823,            0.017076,           0.0060037,             0.00274,             0.00274,             0.00274
                 112,            0.028323,            0.023895,           0.0023829,             0.65459,             0.83081,             0.71322,             0.50507,            0.032642,             0.01724,           0.0057933,            0.002674,            0.002674,            0.002674
                 113,             0.02749,              0.0232,           0.0030477,             0.60881,             0.84151,             0.66236,             0.45614,             0.03249,            0.016969,           0.0056301,            0.002608,            0.002608,            0.002608
                 114,            0.029869,            0.029943,           0.0034897,             0.70607,             0.80922,             0.71876,             0.49356,            0.032435,            0.016772,           0.0052077,            0.002542,            0.002542,            0.002542
                 115,             0.02803,            0.023614,           0.0034334,             0.70664,              0.8231,             0.71647,             0.46716,            0.032872,            0.016892,           0.0049341,            0.002476,            0.002476,            0.002476
                 116,            0.029085,            0.023884,            0.003034,             0.70837,             0.82128,             0.72125,             0.48995,            0.032695,            0.017077,           0.0051414,             0.00241,             0.00241,             0.00241
                 117,            0.029241,             0.02671,            0.003076,             0.70652,             0.83643,             0.71963,              0.4924,            0.032456,            0.017208,           0.0055383,            0.002344,            0.002344,            0.002344
                 118,            0.027225,            0.023615,           0.0030128,             0.69979,             0.82986,             0.71581,             0.47493,            0.032614,             0.01726,           0.0055209,            0.002278,            0.002278,            0.002278
                 119,            0.027148,            0.021667,           0.0030051,             0.72136,             0.81406,             0.72179,             0.49154,            0.033224,            0.016882,           0.0054946,            0.002212,            0.002212,            0.002212
                 120,            0.027666,            0.022616,           0.0029519,             0.72375,             0.81522,             0.72388,             0.47797,            0.032795,            0.016797,            0.005707,            0.002146,            0.002146,            0.002146
                 121,            0.027388,            0.022594,           0.0029881,             0.69698,             0.82316,             0.71941,             0.47769,            0.032723,             0.01692,           0.0060828,             0.00208,             0.00208,             0.00208
