               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.031045,            0.027272,           0.0032552,             0.63356,             0.84517,             0.87203,             0.66092,            0.032824,            0.018235,           0.0068474,            0.003466,            0.003466,            0.003466
                  68,            0.030244,            0.025972,           0.0032827,             0.63534,             0.88031,             0.87316,             0.62056,            0.033565,            0.018341,           0.0055874,            0.003367,            0.003367,            0.003367
                  69,            0.030564,            0.023544,           0.0029202,             0.60607,             0.85144,             0.69366,             0.46792,            0.034049,              0.0185,           0.0074308,            0.003268,            0.003268,            0.003268
                  70,            0.031275,            0.025255,            0.002797,              0.6167,             0.82886,             0.68571,             0.47552,            0.034524,            0.018525,           0.0097729,            0.003169,            0.003169,            0.003169
                  71,            0.029567,            0.026262,            0.002788,             0.63977,             0.84493,             0.69941,             0.48267,            0.034066,            0.018107,           0.0094131,             0.00307,             0.00307,             0.00307
                  72,             0.03042,            0.024965,           0.0030816,             0.62155,             0.84921,             0.71053,             0.47974,            0.033333,             0.01777,           0.0084241,            0.002971,            0.002971,            0.002971
                  73,            0.030049,            0.025798,           0.0031664,             0.58419,             0.82006,             0.70443,             0.47451,            0.033374,            0.018215,           0.0078974,            0.002872,            0.002872,            0.002872
                  74,            0.030993,            0.030195,           0.0028341,             0.63371,             0.82121,             0.69676,             0.46994,             0.03341,            0.018496,           0.0072055,            0.002773,            0.002773,            0.002773
                  75,            0.029751,            0.024109,           0.0040512,             0.66367,             0.82916,             0.69566,             0.45769,            0.033248,            0.018407,           0.0076183,            0.002674,            0.002674,            0.002674
                  76,            0.029847,            0.025091,           0.0026518,             0.63876,             0.84122,             0.70382,             0.47685,            0.032912,            0.017776,            0.007652,            0.002575,            0.002575,            0.002575
                  77,            0.030204,            0.027105,           0.0026883,             0.63464,              0.8386,             0.70376,             0.47801,            0.032523,            0.017492,           0.0082679,            0.002476,            0.002476,            0.002476
                  78,            0.028277,            0.025158,           0.0022687,             0.66001,             0.81318,             0.69862,              0.4546,            0.032587,            0.017658,            0.010122,            0.002377,            0.002377,            0.002377
                  79,            0.028053,            0.022843,           0.0025684,             0.64566,             0.82549,              0.7006,             0.46208,            0.032555,            0.017605,            0.010229,            0.002278,            0.002278,            0.002278
                  80,            0.028571,            0.025005,           0.0027908,             0.62475,             0.81794,             0.69343,             0.45365,             0.03284,              0.0178,           0.0078226,            0.002179,            0.002179,            0.002179
                  81,            0.029273,            0.021445,           0.0023841,             0.63848,             0.78497,             0.70279,             0.45931,            0.032857,            0.017639,           0.0073026,             0.00208,             0.00208,             0.00208
                  82,            0.028056,            0.025073,           0.0029782,             0.56494,             0.85168,             0.64905,             0.44852,            0.032476,            0.017734,           0.0080958,            0.001981,            0.001981,            0.001981
                  83,            0.031907,            0.023171,           0.0026284,             0.48354,               0.872,             0.65364,             0.44527,            0.032221,            0.017944,           0.0062619,            0.001882,            0.001882,            0.001882
                  84,            0.028428,            0.025095,           0.0024757,             0.48814,             0.87681,             0.65851,             0.44786,            0.032026,            0.017659,            0.006927,            0.001783,            0.001783,            0.001783
                  85,            0.028243,            0.022353,           0.0021828,             0.59273,             0.82158,             0.70928,             0.49992,            0.032231,            0.017685,           0.0076891,            0.001684,            0.001684,            0.001684
                  86,            0.027932,            0.022648,           0.0025183,             0.49471,             0.89555,              0.6595,             0.45288,            0.032417,            0.017638,           0.0077962,            0.001585,            0.001585,            0.001585
                  87,             0.02817,            0.024203,           0.0037019,             0.49632,             0.91153,             0.66174,             0.45279,            0.032308,            0.017444,           0.0073627,            0.001486,            0.001486,            0.001486
                  88,            0.027224,            0.023068,            0.003382,              0.4943,             0.89817,             0.66034,             0.45334,            0.032118,             0.01728,           0.0073874,            0.001387,            0.001387,            0.001387
                  89,            0.028041,            0.023837,           0.0025917,             0.51057,             0.89193,              0.6634,             0.47261,            0.031791,            0.017116,           0.0072151,            0.001288,            0.001288,            0.001288
                  90,            0.029623,            0.027647,           0.0029041,             0.48439,             0.84008,             0.65927,             0.47194,            0.031768,            0.017076,           0.0070528,            0.001189,            0.001189,            0.001189
                  91,             0.02709,            0.021406,           0.0025925,              0.4989,             0.86527,             0.65781,             0.46701,            0.032011,            0.017194,           0.0071801,             0.00109,             0.00109,             0.00109
                  92,            0.028706,            0.042123,            0.002807,             0.54105,             0.87323,             0.65645,             0.45748,            0.031859,            0.017209,           0.0081112,            0.000991,            0.000991,            0.000991
                  93,            0.027075,            0.022456,           0.0030184,             0.67018,             0.83181,              0.7132,              0.5013,            0.031788,             0.01718,           0.0079251,            0.000892,            0.000892,            0.000892
                  94,            0.025767,             0.02361,           0.0028728,              0.6773,             0.84146,             0.71512,             0.51642,            0.031598,             0.01703,           0.0076983,            0.000793,            0.000793,            0.000793
                  95,            0.025487,            0.022928,           0.0026908,             0.69161,              0.8387,             0.71356,             0.51671,            0.031595,            0.016994,           0.0075088,            0.000694,            0.000694,            0.000694
                  96,            0.027669,            0.023943,           0.0021194,             0.68717,             0.84529,             0.71489,             0.50216,            0.031579,             0.01704,           0.0070957,            0.000595,            0.000595,            0.000595
                  97,            0.027526,            0.023246,           0.0029105,             0.68948,             0.84006,             0.71596,              0.5036,            0.031445,            0.017119,            0.007002,            0.000496,            0.000496,            0.000496
                  98,            0.028028,            0.022632,           0.0018388,             0.68615,              0.8363,             0.71661,             0.50035,            0.031465,            0.017124,           0.0072786,            0.000397,            0.000397,            0.000397
                  99,             0.02716,            0.022487,           0.0027354,             0.69189,              0.8373,             0.71844,             0.49995,            0.031552,            0.017184,           0.0072754,            0.000298,            0.000298,            0.000298
